[2021-02-13 15:50:20] main.ERROR: Error: Application is not installed yet.  [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Backend::other_settings was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Backend::system_other_settings was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Backend::setup_wizard was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Variable::system_variable was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Search::search_terms was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Search::search_synonyms was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Backup::system_tools_backup was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Customer::customer was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Customer::customer_manage was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Customer::customer_online was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Customer::customer_group was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_AdminNotification::system_adminnotification was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Indexer::system_index was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Cms::cms_page was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Cms::cms_block was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Catalog::catalog was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Catalog::catalog_products was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Catalog::catalog_categories was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Catalog::catalog_attributes_attributes was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Catalog::catalog_attributes_sets was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Catalog::inventory was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_CatalogRule::promo was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_CatalogRule::promo_catalog was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Widget::cms_widget_instance was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_User::system_acl was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_User::system_acl_users was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_User::system_acl_roles was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_User::system_acl_locks was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Sales::sales was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Sales::sales_operation was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Sales::sales_order was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Sales::sales_invoice was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Sales::sales_shipment was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Sales::sales_creditmemo was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Sales::sales_transactions was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Sales::system_order_statuses was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_CurrencySymbol::system_currency was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_CurrencySymbol::system_currency_rates was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_CurrencySymbol::system_currency_symbols was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Integration::system_extensions was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Integration::system_integrations was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_AsynchronousOperations::system_magento_logging was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_AsynchronousOperations::system_magento_logging_bulk_operations was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Downloadable::report_products_downloads was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_ImportExport::system_convert_import was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_ImportExport::system_convert_export was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_ImportExport::system_convert_history was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Email::template was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_EncryptionKey::system_crypt_key was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Analytics::business_intelligence was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Analytics::advanced_reporting was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Analytics::bi_essentials was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_InventoryAdminUi::inventory was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_InventoryAdminUi::source was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_InventoryAdminUi::stock was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Marketplace::partners was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Newsletter::newsletter_template was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Newsletter::newsletter_queue was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Newsletter::newsletter_subscriber was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Newsletter::newsletter_problem was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_SalesRule::promo_quote was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Paypal::report_salesroot_paypal_settlement_reports was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Paypal::paypal_billing_agreement was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_CheckoutAgreements::sales_checkoutagreement was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Reports::report was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Reports::report_marketing was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Reports::report_salesroot was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Reports::report_salesroot_sales was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Reports::report_salesroot_tax was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Reports::report_salesroot_invoiced was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Reports::report_salesroot_shipping was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Reports::report_salesroot_refunded was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Reports::report_salesroot_coupons was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Reports::report_shopcart_product was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Reports::report_shopcart_abandoned was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Reports::report_products was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Reports::report_products_bestsellers was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Reports::report_products_sold was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Reports::report_products_viewed was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Reports::report_products_lowstock was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Reports::report_customers was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Reports::report_customers_accounts was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Reports::report_customers_totals was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Reports::report_customers_orders was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Reports::report_statistics was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Reports::report_statistics_refresh was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Search::report_search_term was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Review::catalog_reviews_ratings_ratings was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Review::catalog_reviews_ratings_pending was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Review::catalog_reviews_ratings_reviews_all was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Review::report_review was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Review::report_review_customer was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Review::report_review_product was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_UrlRewrite::urlrewrite was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Sitemap::catalog_sitemap was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Tax::sales_tax was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Tax::sales_tax_rules was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Tax::sales_tax_rates was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_TaxImportExport::system_convert_tax was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Magento_Braintree::settlement_report was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Dotdigitalgroup_Email::marketing_automation was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Dotdigitalgroup_Email::automation_studio was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Dotdigitalgroup_Email::exclusion_rules was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Dotdigitalgroup_Email::marketing_automation_report was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Dotdigitalgroup_Email::dashboards was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Dotdigitalgroup_Email::importer was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Dotdigitalgroup_Email::automation was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Dotdigitalgroup_Email::campaign was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Dotdigitalgroup_Email::cron was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Dotdigitalgroup_Email::logviewer was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Dotdigitalgroup_Email::abandoned was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Temando_Shipping::shipping was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Temando_Shipping::carriers was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Temando_Shipping::locations was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Temando_Shipping::packaging was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Temando_Shipping::experiences was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Temando_Shipping::pickups was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Temando_Shipping::dispatches was processed [] []
[2021-02-14 13:46:33] main.INFO: Add of item with id Temando_Shipping::batches was processed [] []
[2021-02-14 13:46:39] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost:8888/magento/index.php/control/admin/dashboard/index/key/f50027e01ff3b78dbeea01675a729452af2cbac06ab56706d72e6ece51c5e277/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_5111bdfc99718462f930f1ea62b3f5f314b7b506"}} []
[2021-02-14 13:46:39] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost:8888/magento/index.php/control/admin/dashboard/index/key/f50027e01ff3b78dbeea01675a729452af2cbac06ab56706d72e6ece51c5e277/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_ea1ea702e5b91b1eb7c53b56b905fdfd62342bce"}} []
[2021-02-14 13:46:48] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost:8888/magento/index.php/control/admin/system_design_theme/index/key/3a18e5628429699331c0695cf27e50df795831db7a06f6c01f2e98583dfe8a0e/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_8cf793c2d60d940fa94b667b27483089d8ed3491"}} []
[2021-02-14 14:02:34] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["FPC"],"mode":"matchingTag"}} []
[2021-02-14 14:02:51] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost:8888/magento/index.php/control/theme/design_config/index/key/1ef48fbdcecf2d679e9b0f2296492d4e9b34b2126d180cb450023fdd199a9970/","invalidateInfo":{"identifier":"interception"}} []
[2021-02-14 14:03:03] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost:8888/magento/index.php/control/theme/design_config/index/key/1ef48fbdcecf2d679e9b0f2296492d4e9b34b2126d180cb450023fdd199a9970/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_SYSTEM_CONFIG"}} []
[2021-02-14 14:03:25] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost:8888/magento/index.php/control/admin/index/index/key/02fb110a23945004c1a63f362b10aafca87d13c2b6f69119b36261a43e1da49f/","invalidateInfo":{"tags":["BACKEND_MAINMENU"],"mode":"matchingAnyTag"}} []
[2021-02-14 14:03:27] main.INFO: Item Magento_Backend::system_currency was removed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Config::system_config was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Theme::design_config was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Theme::system_design_theme was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Backend::system_design_schedule was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Backend::system_store was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Backend::dashboard was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Backend::system was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Backend::system_tools was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Backend::system_design was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Backend::system_convert was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Backend::system_cache was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Backend::marketing was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Backend::marketing_communications was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Backend::marketing_seo was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Backend::marketing_user_content was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Backend::content was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Backend::content_elements was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Backend::stores was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Backend::stores_settings was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Backend::stores_attributes was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Backend::other_settings was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Backend::system_other_settings was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Backend::setup_wizard was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Variable::system_variable was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Search::search_terms was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Search::search_synonyms was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Backup::system_tools_backup was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Customer::customer was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Customer::customer_manage was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Customer::customer_online was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Customer::customer_group was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_AdminNotification::system_adminnotification was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Indexer::system_index was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Cms::cms_page was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Cms::cms_block was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Catalog::catalog was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Catalog::catalog_products was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Catalog::catalog_categories was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Catalog::catalog_attributes_attributes was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Catalog::catalog_attributes_sets was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Catalog::inventory was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_CatalogRule::promo was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_CatalogRule::promo_catalog was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Widget::cms_widget_instance was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_User::system_acl was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_User::system_acl_users was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_User::system_acl_roles was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_User::system_acl_locks was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Sales::sales was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Sales::sales_operation was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Sales::sales_order was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Sales::sales_invoice was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Sales::sales_shipment was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Sales::sales_creditmemo was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Sales::sales_transactions was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Sales::system_order_statuses was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_CurrencySymbol::system_currency was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_CurrencySymbol::system_currency_rates was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_CurrencySymbol::system_currency_symbols was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Integration::system_extensions was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Integration::system_integrations was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_AsynchronousOperations::system_magento_logging was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_AsynchronousOperations::system_magento_logging_bulk_operations was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Downloadable::report_products_downloads was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_ImportExport::system_convert_import was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_ImportExport::system_convert_export was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_ImportExport::system_convert_history was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Email::template was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_EncryptionKey::system_crypt_key was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Analytics::business_intelligence was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Analytics::advanced_reporting was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Analytics::bi_essentials was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_InventoryAdminUi::inventory was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_InventoryAdminUi::source was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_InventoryAdminUi::stock was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Marketplace::partners was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Newsletter::newsletter_template was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Newsletter::newsletter_queue was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Newsletter::newsletter_subscriber was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Newsletter::newsletter_problem was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_SalesRule::promo_quote was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Paypal::report_salesroot_paypal_settlement_reports was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Paypal::paypal_billing_agreement was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_CheckoutAgreements::sales_checkoutagreement was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Reports::report was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Reports::report_marketing was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Reports::report_salesroot was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Reports::report_salesroot_sales was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Reports::report_salesroot_tax was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Reports::report_salesroot_invoiced was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Reports::report_salesroot_shipping was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Reports::report_salesroot_refunded was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Reports::report_salesroot_coupons was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Reports::report_shopcart_product was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Reports::report_shopcart_abandoned was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Reports::report_products was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Reports::report_products_bestsellers was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Reports::report_products_sold was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Reports::report_products_viewed was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Reports::report_products_lowstock was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Reports::report_customers was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Reports::report_customers_accounts was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Reports::report_customers_totals was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Reports::report_customers_orders was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Reports::report_statistics was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Reports::report_statistics_refresh was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Search::report_search_term was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Review::catalog_reviews_ratings_ratings was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Review::catalog_reviews_ratings_pending was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Review::catalog_reviews_ratings_reviews_all was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Review::report_review was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Review::report_review_customer was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Review::report_review_product was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_UrlRewrite::urlrewrite was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Sitemap::catalog_sitemap was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Tax::sales_tax was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Tax::sales_tax_rules was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Tax::sales_tax_rates was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_TaxImportExport::system_convert_tax was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Magento_Braintree::settlement_report was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Dotdigitalgroup_Email::marketing_automation was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Dotdigitalgroup_Email::automation_studio was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Dotdigitalgroup_Email::exclusion_rules was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Dotdigitalgroup_Email::marketing_automation_report was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Dotdigitalgroup_Email::dashboards was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Dotdigitalgroup_Email::importer was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Dotdigitalgroup_Email::automation was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Dotdigitalgroup_Email::campaign was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Dotdigitalgroup_Email::cron was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Dotdigitalgroup_Email::logviewer was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Dotdigitalgroup_Email::abandoned was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Temando_Shipping::shipping was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Temando_Shipping::carriers was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Temando_Shipping::locations was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Temando_Shipping::packaging was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Temando_Shipping::experiences was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Temando_Shipping::pickups was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Temando_Shipping::dispatches was processed [] []
[2021-02-14 14:03:27] main.INFO: Add of item with id Temando_Shipping::batches was processed [] []
[2021-02-14 14:03:33] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost:8888/magento/index.php/control/admin/dashboard/index/key/892b7f22480e0e2243b951d12979c0967cf556bd2022a6b2ae7b926557aa6a8d/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_5111bdfc99718462f930f1ea62b3f5f314b7b506"}} []
[2021-02-14 14:03:33] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost:8888/magento/index.php/control/admin/dashboard/index/key/892b7f22480e0e2243b951d12979c0967cf556bd2022a6b2ae7b926557aa6a8d/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_ea1ea702e5b91b1eb7c53b56b905fdfd62342bce"}} []
